id,name,img-player,position,team,img-team,league,img-league,nation,img-nation,strong-foot,skill-moves,weak-foot,birth-date,height,workrates,type-card,over,pac,sho,pas,dri,def,phy
10387,Srđan Plavšić,https://futhead.cursecdn.com/static/img/22/players/240037.png,LM,Slavia Praha,https://futhead.cursecdn.com/static/img/22/clubs/266.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Serbia,https://futhead.cursecdn.com/static/img/22/nations/51.png,Left,3,2,3/12/1995,165cm,High/Medium,Silver,74,86,66,70,77,28,60
10389,Stanislav Iljutcenko,https://futhead.cursecdn.com/static/img/22/players/228861.png,ST,Jeonbuk Hyundai,https://futhead.cursecdn.com/static/img/22/clubs/1477.png,K League 1,https://futhead.cursecdn.com/static/img/22/leagues/83.png,Russia,https://futhead.cursecdn.com/static/img/22/nations/40.png,Right,3,4,13/08/1990,187cm,Medium/Medium,Silver,72,74,72,51,66,36,80
10391,Stanislav Lobotka,https://futhead.cursecdn.com/static/img/22/players/216435.png,CM,Napoli,https://futhead.cursecdn.com/static/img/22/clubs/48.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Slovakia,https://futhead.cursecdn.com/static/img/22/nations/43.png,Right,4,4,25/11/1994,170cm,Medium/High,Gold,77,63,63,76,78,69,64
10392,Stanislav Magkeev,https://futhead.cursecdn.com/static/img/22/players/252235.png,CDM,Lokomotiv Moscow,https://futhead.cursecdn.com/static/img/22/clubs/100765.png,League of Russia,https://futhead.cursecdn.com/static/img/22/leagues/3006.png,Russia,https://futhead.cursecdn.com/static/img/22/nations/40.png,Right,2,3,27/03/1999,186cm,Medium/High,Silver,71,62,34,59,58,73,74
10393,Stanislav Tecl,https://futhead.cursecdn.com/static/img/22/players/198429.png,ST,Slavia Praha,https://futhead.cursecdn.com/static/img/22/clubs/266.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,3,3,1/9/1990,181cm,High/High,Silver,70,81,66,62,69,36,74
10394,Stanley Nsoki,https://futhead.cursecdn.com/static/img/22/players/241941.png,CB,Club Brugge,https://futhead.cursecdn.com/static/img/22/clubs/231.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,2,2,9/4/1999,184cm,Medium/Medium,Silver,70,68,38,59,63,70,76
10395,Steeve Beusnard,https://futhead.cursecdn.com/static/img/22/players/244736.png,RM,Pau FC,https://futhead.cursecdn.com/static/img/22/clubs/110321.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,3,4,27/06/1992,170cm,High/Medium,Silver,66,80,64,59,68,23,46
10396,Steeven Willems,https://futhead.cursecdn.com/static/img/22/players/213136.png,CB,Sp. Charleroi,https://futhead.cursecdn.com/static/img/22/clubs/670.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,2,3,31/08/1990,184cm,Low/Medium,Silver,70,70,44,58,59,72,71
10397,Stef Peeters,https://futhead.cursecdn.com/static/img/22/players/206577.png,CM,KAS Eupen,https://futhead.cursecdn.com/static/img/22/clubs/2013.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,Belgium,https://futhead.cursecdn.com/static/img/22/nations/7.png,Left,3,4,9/2/1992,188cm,Medium/Medium,Silver,72,59,67,75,69,63,71
10398,Stefan Aškovski,https://futhead.cursecdn.com/static/img/22/players/224420.png,RW,Sepsi OSK,https://futhead.cursecdn.com/static/img/22/clubs/113378.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,FYR Macedonia,https://futhead.cursecdn.com/static/img/22/nations/19.png,Left,3,3,24/02/1992,179cm,Medium/Medium,Silver,65,79,57,62,66,50,64
10401,Stefan Bell,https://futhead.cursecdn.com/static/img/22/players/198352.png,CB,1. FSV Mainz 05,https://futhead.cursecdn.com/static/img/22/clubs/169.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,2,24/08/1991,192cm,Low/Medium,Silver,74,40,38,52,50,76,73
10405,Stefan Gartenmann,https://futhead.cursecdn.com/static/img/22/players/229436.png,CB,SønderjyskE,https://futhead.cursecdn.com/static/img/22/clubs/1447.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png,Denmark,https://futhead.cursecdn.com/static/img/22/nations/13.png,Right,2,3,2/2/1997,185cm,Medium/High,Silver,69,60,33,55,57,68,77
10406,Stefan Haudum,https://futhead.cursecdn.com/static/img/22/players/246750.png,CDM,SCR Altach,https://futhead.cursecdn.com/static/img/22/clubs/15009.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,2,3,27/11/1994,188cm,Medium/Medium,Silver,66,59,52,61,60,63,69
10407,Stefan Hierländer,https://futhead.cursecdn.com/static/img/22/players/190589.png,RM,SK Sturm Graz,https://futhead.cursecdn.com/static/img/22/clubs/209.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,3,3,3/2/1991,180cm,Medium/Medium,Silver,70,68,65,68,70,65,72
10408,Stefan Ilsanker,https://futhead.cursecdn.com/static/img/22/players/194665.png,CB,Frankfurt,https://futhead.cursecdn.com/static/img/22/clubs/1824.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,2,3,18/05/1989,190cm,Medium/Medium,Silver,73,62,53,51,50,73,81
10409,Stefan Johansen,https://futhead.cursecdn.com/static/img/22/players/187043.png,CM,QPR,https://futhead.cursecdn.com/static/img/22/clubs/15.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Norway,https://futhead.cursecdn.com/static/img/22/nations/36.png,Left,3,3,8/1/1991,182cm,High/High,Silver,72,65,67,73,71,68,72
10410,Stefan Knežević,https://futhead.cursecdn.com/static/img/22/players/234817.png,CB,Sp. Charleroi,https://futhead.cursecdn.com/static/img/22/clubs/670.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,Switzerland,https://futhead.cursecdn.com/static/img/22/nations/47.png,Right,2,2,30/10/1996,187cm,Medium/High,Silver,67,56,37,49,57,67,73
10411,Stefan Kutschke,https://futhead.cursecdn.com/static/img/22/players/216377.png,ST,FC Ingolstadt 04,https://futhead.cursecdn.com/static/img/22/clubs/111239.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,3,3/11/1988,194cm,Medium/Medium,Silver,67,49,69,45,53,38,81
10412,Stefan Lainer,https://futhead.cursecdn.com/static/img/22/players/223724.png,RB,M'gladbach,https://futhead.cursecdn.com/static/img/22/clubs/23.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,2,3,27/08/1992,175cm,High/High,Gold,80,79,63,70,75,74,80
10413,Stefan Lex,https://futhead.cursecdn.com/static/img/22/players/213117.png,CF,1860 München,https://futhead.cursecdn.com/static/img/22/clubs/33.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,3,4,27/11/1989,178cm,High/Low,Silver,66,86,61,60,70,28,64
10414,Stefan Medina,https://futhead.cursecdn.com/static/img/22/players/214601.png,RB,CF Monterrey,https://futhead.cursecdn.com/static/img/22/clubs/1032.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Colombia,https://futhead.cursecdn.com/static/img/22/nations/56.png,Right,3,3,14/06/1992,180cm,High/Medium,Silver,74,75,49,65,68,72,72
10415,Stefan Mitrović,https://futhead.cursecdn.com/static/img/22/players/209547.png,CB,Getafe CF,https://futhead.cursecdn.com/static/img/22/clubs/1860.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Serbia,https://futhead.cursecdn.com/static/img/22/nations/51.png,Right,2,5,22/05/1990,189cm,Low/High,Silver,73,33,34,51,54,74,81
10416,Stefan Mugoša,https://futhead.cursecdn.com/static/img/22/players/223994.png,ST,Incheon United,https://futhead.cursecdn.com/static/img/22/clubs/110765.png,K League 1,https://futhead.cursecdn.com/static/img/22/leagues/83.png,Montenegro,https://futhead.cursecdn.com/static/img/22/nations/15.png,Right,3,3,26/02/1992,188cm,High/Medium,Silver,72,64,74,51,68,24,76
10417,Stefan Nutz,https://futhead.cursecdn.com/static/img/22/players/216184.png,CAM,SV Ried,https://futhead.cursecdn.com/static/img/22/clubs/780.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Left,3,3,15/02/1992,178cm,Medium/Medium,Silver,67,68,63,71,66,54,65
10419,Stefan Posch,https://futhead.cursecdn.com/static/img/22/players/223671.png,CB,TSG Hoffenheim,https://futhead.cursecdn.com/static/img/22/clubs/10029.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,2,3,14/05/1997,189cm,Medium/Medium,Gold,75,71,29,50,45,79,71
10420,Stefan Ristovski,https://futhead.cursecdn.com/static/img/22/players/205965.png,RB,Dinamo Zagreb,https://futhead.cursecdn.com/static/img/22/clubs/211.png,Liga Hrvatska,https://futhead.cursecdn.com/static/img/22/leagues/317.png,FYR Macedonia,https://futhead.cursecdn.com/static/img/22/nations/19.png,Right,3,3,12/2/1992,180cm,Medium/Medium,Gold,75,80,61,67,70,71,78
10421,Stefan Savić,https://futhead.cursecdn.com/static/img/22/players/204639.png,CB,Atlético de Madrid,https://futhead.cursecdn.com/static/img/22/clubs/240.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Montenegro,https://futhead.cursecdn.com/static/img/22/nations/15.png,Right,2,3,8/1/1991,187cm,Medium/High,Gold,84,64,35,57,58,87,76
10422,Stefan Savić,https://futhead.cursecdn.com/static/img/22/players/206123.png,CAM,Wisła Kraków,https://futhead.cursecdn.com/static/img/22/clubs/1873.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,3,4,9/1/1994,169cm,Medium/Low,Silver,67,78,62,64,71,30,44
10423,Stefan Schimmer,https://futhead.cursecdn.com/static/img/22/players/239078.png,ST,Heidenheim,https://futhead.cursecdn.com/static/img/22/clubs/111235.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,4,28/04/1994,185cm,Medium/Medium,Silver,66,65,67,42,62,29,73
10424,Stefan Schwab,https://futhead.cursecdn.com/static/img/22/players/204688.png,CM,PAOK,https://futhead.cursecdn.com/static/img/22/clubs/393.png,Hellas Liga,https://futhead.cursecdn.com/static/img/22/leagues/63.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Left,3,3,27/09/1990,183cm,High/Medium,Gold,75,63,72,76,72,70,78
10425,Stefan Simič,https://futhead.cursecdn.com/static/img/22/players/219591.png,CB,Hajduk Split,https://futhead.cursecdn.com/static/img/22/clubs/263.png,Liga Hrvatska,https://futhead.cursecdn.com/static/img/22/leagues/317.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,2,3,20/01/1995,189cm,Medium/High,Silver,70,45,27,47,56,72,70
10426,Stefan Strandberg,https://futhead.cursecdn.com/static/img/22/players/190697.png,CB,Salernitana,https://futhead.cursecdn.com/static/img/22/clubs/110373.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Norway,https://futhead.cursecdn.com/static/img/22/nations/36.png,Right,2,3,25/07/1990,189cm,Medium/Medium,Silver,71,67,43,53,58,71,75
10427,Stefan Thesker,https://futhead.cursecdn.com/static/img/22/players/207531.png,CB,Holstein Kiel,https://futhead.cursecdn.com/static/img/22/clubs/576.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Left,2,3,11/4/1991,190cm,Medium/Medium,Silver,68,47,38,49,51,70,71
10428,Stefan de Vrij,https://futhead.cursecdn.com/static/img/22/players/198176.png,CB,Inter,https://futhead.cursecdn.com/static/img/22/clubs/44.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,2,4,5/2/1992,189cm,Medium/High,Gold,85,72,41,64,70,87,79
10429,Stefano Beltrame,https://futhead.cursecdn.com/static/img/22/players/208523.png,CAM,Marítimo,https://futhead.cursecdn.com/static/img/22/clubs/1893.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,3,4,8/2/1993,183cm,Medium/Medium,Silver,67,79,63,66,73,26,60
10430,Stefano Callegari,https://futhead.cursecdn.com/static/img/22/players/243129.png,CB,Platense,https://futhead.cursecdn.com/static/img/22/clubs/112689.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,2,3,6/1/1997,188cm,Medium/Medium,Silver,67,51,33,50,48,68,69
10431,Stefano Denswil,https://futhead.cursecdn.com/static/img/22/players/205756.png,CB,Trabzonspor,https://futhead.cursecdn.com/static/img/22/clubs/436.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Left,3,3,7/5/1993,188cm,Medium/High,Silver,72,53,56,66,65,72,73
10432,Stefano Okaka,https://futhead.cursecdn.com/static/img/22/players/178091.png,ST,Başakşehir,https://futhead.cursecdn.com/static/img/22/clubs/101014.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,2,3,9/8/1989,186cm,High/High,Gold,75,63,74,59,70,30,80
10433,Stefano Sabelli,https://futhead.cursecdn.com/static/img/22/players/206159.png,RB,Genoa,https://futhead.cursecdn.com/static/img/22/clubs/110556.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,2,3,13/01/1993,176cm,High/Medium,Silver,71,76,40,60,64,68,72
10434,Stefano Sensi,https://futhead.cursecdn.com/static/img/22/players/229857.png,CM,Sampdoria,https://futhead.cursecdn.com/static/img/22/clubs/1837.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,4,4,5/8/1995,168cm,Medium/Medium,Gold,80,67,60,83,83,67,59
10435,Stefano Sensi,https://futhead.cursecdn.com/static/img/22/players/229857.png,CM,Inter,https://futhead.cursecdn.com/static/img/22/clubs/44.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,4,4,5/8/1995,168cm,Medium/Medium,Gold,80,67,60,83,83,67,59
10436,Stefano Sturaro,https://futhead.cursecdn.com/static/img/22/players/202135.png,CM,Genoa,https://futhead.cursecdn.com/static/img/22/clubs/110556.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,3,3,9/3/1993,181cm,High/High,Silver,72,68,67,70,72,75,75
10437,Stefano Vecchia,https://futhead.cursecdn.com/static/img/22/players/220649.png,LW,Rosenborg BK,https://futhead.cursecdn.com/static/img/22/clubs/298.png,Eliteserien,https://futhead.cursecdn.com/static/img/22/leagues/41.png,Sweden,https://futhead.cursecdn.com/static/img/22/nations/46.png,Right,4,3,23/01/1995,183cm,Medium/Medium,Silver,71,77,67,66,72,39,65
10439,Steffen Hagen,https://futhead.cursecdn.com/static/img/22/players/167159.png,CB,Odds BK,https://futhead.cursecdn.com/static/img/22/clubs/1456.png,Eliteserien,https://futhead.cursecdn.com/static/img/22/leagues/41.png,Norway,https://futhead.cursecdn.com/static/img/22/nations/36.png,Right,2,3,8/3/1986,185cm,Medium/High,Silver,68,33,35,52,45,69,69
10440,Steffen Puttkammer,https://futhead.cursecdn.com/static/img/22/players/239724.png,CB,SV Meppen,https://futhead.cursecdn.com/static/img/22/clubs/110597.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,1,30/09/1988,192cm,Medium/Medium,Silver,66,41,26,45,45,66,74
10441,Steffen Tigges,https://futhead.cursecdn.com/static/img/22/players/238656.png,ST,Borussia Dortmund,https://futhead.cursecdn.com/static/img/22/clubs/22.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Left,2,4,31/07/1998,193cm,Medium/Medium,Silver,66,57,67,55,55,42,79
10442,Steliano Filip,https://futhead.cursecdn.com/static/img/22/players/222222.png,LB,FC Dinamo 1948,https://futhead.cursecdn.com/static/img/22/clubs/100757.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Left,3,2,15/05/1994,179cm,Medium/Medium,Silver,65,77,52,59,64,59,71
10443,Stelios Andreou,https://futhead.cursecdn.com/static/img/22/players/262938.png,CB,Sp. Charleroi,https://futhead.cursecdn.com/static/img/22/clubs/670.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,Cyprus,https://futhead.cursecdn.com/static/img/22/nations/11.png,Right,2,3,24/07/2002,188cm,Low/High,Bronze,64,68,30,50,51,62,72
10444,Stelios Kitsiou,https://futhead.cursecdn.com/static/img/22/players/204030.png,RB,Gaziantep,https://futhead.cursecdn.com/static/img/22/clubs/110776.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Greece,https://futhead.cursecdn.com/static/img/22/nations/22.png,Right,3,3,28/09/1993,173cm,Medium/High,Silver,72,77,61,66,72,69,67
10447,Stephan Ambrosius,https://futhead.cursecdn.com/static/img/22/players/242527.png,CB,Hamburger SV,https://futhead.cursecdn.com/static/img/22/clubs/28.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,2,18/12/1998,182cm,Medium/Medium,Silver,69,68,30,45,52,68,77
10448,Stephan Auer,https://futhead.cursecdn.com/static/img/22/players/204790.png,CDM,Admira Wacker,https://futhead.cursecdn.com/static/img/22/clubs/111821.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,2,3,11/1/1991,176cm,Medium/High,Silver,65,64,50,59,65,64,69
10449,Stephan El Shaarawy,https://futhead.cursecdn.com/static/img/22/players/190813.png,LW,Roma FC,https://futhead.cursecdn.com/static/img/22/clubs/114912.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,4,3,27/10/1992,178cm,Medium/Medium,Gold,79,87,75,74,79,46,63
10450,Stephan Salger,https://futhead.cursecdn.com/static/img/22/players/193097.png,CB,1860 München,https://futhead.cursecdn.com/static/img/22/clubs/33.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Left,2,3,30/01/1990,184cm,Medium/Medium,Silver,67,69,39,60,61,67,71
10451,Stephan Zwierschitz,https://futhead.cursecdn.com/static/img/22/players/217730.png,RB,Admira Wacker,https://futhead.cursecdn.com/static/img/22/clubs/111821.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,2,4,17/09/1990,183cm,Medium/Medium,Silver,67,68,49,58,59,66,71
10452,Stephen Antunes Eustáquio,https://futhead.cursecdn.com/static/img/22/players/242380.png,CDM,Paços Ferreira,https://futhead.cursecdn.com/static/img/22/clubs/1892.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Canada,https://futhead.cursecdn.com/static/img/22/nations/70.png,Right,2,3,21/12/1996,178cm,Medium/Medium,Gold,76,66,61,75,72,72,72
10453,Stephen Eustáquio,https://futhead.cursecdn.com/static/img/22/players/242380.png,CDM,FC Porto,https://futhead.cursecdn.com/static/img/22/clubs/236.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Canada,https://futhead.cursecdn.com/static/img/22/nations/70.png,Right,2,3,21/12/1996,178cm,Medium/Medium,Gold,76,66,61,75,72,72,72
10454,Stephen Eze,https://futhead.cursecdn.com/static/img/22/players/243568.png,CB,Jamshedpur FC,https://futhead.cursecdn.com/static/img/22/clubs/114168.png,Hero Indian Super League,https://futhead.cursecdn.com/static/img/22/leagues/2149.png,Nigeria,https://futhead.cursecdn.com/static/img/22/nations/133.png,Right,2,3,8/3/1994,198cm,Medium/Medium,Silver,69,71,29,41,44,68,84
10455,Stephen Humphrys,https://futhead.cursecdn.com/static/img/22/players/229367.png,ST,Wigan Athletic,https://futhead.cursecdn.com/static/img/22/clubs/1917.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,15/09/1997,185cm,Medium/Medium,Silver,65,70,65,53,64,35,76
10456,Stephen Kingsley,https://futhead.cursecdn.com/static/img/22/players/223747.png,LB,Hearts,https://futhead.cursecdn.com/static/img/22/clubs/80.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Left,3,2,23/07/1994,178cm,Low/High,Silver,67,61,42,64,66,66,66
10458,Stephen O'Donnell,https://futhead.cursecdn.com/static/img/22/players/213570.png,RB,Motherwell,https://futhead.cursecdn.com/static/img/22/clubs/83.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,3,3,11/5/1992,183cm,Medium/Medium,Silver,67,79,46,58,62,61,80
10459,Stephen Odey,https://futhead.cursecdn.com/static/img/22/players/241659.png,ST,Randers FC,https://futhead.cursecdn.com/static/img/22/clubs/1786.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png,Nigeria,https://futhead.cursecdn.com/static/img/22/nations/133.png,Right,3,3,15/01/1998,182cm,High/Low,Silver,65,88,60,45,67,33,66
10460,Stephen Quemper,https://futhead.cursecdn.com/static/img/22/players/262343.png,LB,SC Bastia,https://futhead.cursecdn.com/static/img/22/clubs/58.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,2,3,12/5/1993,178cm,High/Medium,Silver,65,76,35,58,64,60,66
10461,Stephen Quemper,https://futhead.cursecdn.com/static/img/22/players/262343.png,LB,En Avant Guingamp,https://futhead.cursecdn.com/static/img/22/clubs/62.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,2,3,12/5/1993,178cm,High/Medium,Silver,65,76,35,58,64,60,66
10462,Stephen Ward,https://futhead.cursecdn.com/static/img/22/players/165321.png,LB,Walsall,https://futhead.cursecdn.com/static/img/22/clubs/1803.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Left,3,3,20/08/1985,186cm,Medium/Medium,Silver,65,56,53,62,62,65,71
10463,Stephen Welsh,https://futhead.cursecdn.com/static/img/22/players/255573.png,CB,Celtic,https://futhead.cursecdn.com/static/img/22/clubs/78.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,2,3,19/01/2000,188cm,Medium/Medium,Silver,66,65,28,51,57,66,70
10464,Stephy Mavididi,https://futhead.cursecdn.com/static/img/22/players/225783.png,LM,Montpellier,https://futhead.cursecdn.com/static/img/22/clubs/70.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,2,31/05/1998,182cm,Medium/Medium,Gold,76,89,72,67,75,27,67
10465,Stevan Jovetić,https://futhead.cursecdn.com/static/img/22/players/181820.png,ST,Hertha Berlin,https://futhead.cursecdn.com/static/img/22/clubs/166.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Montenegro,https://futhead.cursecdn.com/static/img/22/nations/15.png,Right,3,4,2/11/1989,183cm,Medium/Low,Gold,77,65,79,76,79,35,60
10466,Steve Ambri,https://futhead.cursecdn.com/static/img/22/players/237718.png,LM,FCSM,https://futhead.cursecdn.com/static/img/22/clubs/226.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,3,3,12/8/1997,178cm,Medium/Medium,Silver,65,89,62,55,67,28,58
10467,Steve Birnbaum,https://futhead.cursecdn.com/static/img/22/players/221621.png,CB,D.C. United,https://futhead.cursecdn.com/static/img/22/clubs/688.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,2,2,23/01/1991,185cm,Low/High,Silver,71,34,31,46,51,70,81
10468,Steve Breitkreuz,https://futhead.cursecdn.com/static/img/22/players/234278.png,CB,Regensburg,https://futhead.cursecdn.com/static/img/22/clubs/543.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,3,18/01/1992,189cm,Medium/High,Silver,67,62,56,46,53,66,73
10471,Steve Cook,https://futhead.cursecdn.com/static/img/22/players/193011.png,CB,Nott'm Forest,https://futhead.cursecdn.com/static/img/22/clubs/14.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,19/04/1991,185cm,Medium/High,Silver,73,49,34,54,58,74,73
10472,Steve Cook,https://futhead.cursecdn.com/static/img/22/players/193011.png,CB,AFC Bournemouth,https://futhead.cursecdn.com/static/img/22/clubs/1943.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,19/04/1991,185cm,Medium/High,Silver,73,49,34,54,58,74,73
10473,Steve De Ridder,https://futhead.cursecdn.com/static/img/22/players/171082.png,CM,Sint-Truiden,https://futhead.cursecdn.com/static/img/22/clubs/680.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,Belgium,https://futhead.cursecdn.com/static/img/22/nations/7.png,Right,3,3,25/02/1987,179cm,Medium/High,Silver,67,64,65,67,71,62,66
